DNI,Apellidos,Nombre,Sexo,Salario,CP,Provincia
14202042W,Gutiérrez Belmonte,Greta,M,2747.07€,39,Cantabria
93599951W,Mari Mancheño,Mayra,M,2749.26€,29,Málaga
15910748S,Silvestre García,Ana María,M,2839.14€,14,Córdoba
9953359V,Rosa Domínguez,Daniela,M,2916.7€,7,Baleares
5357987E,Alfaro García,Anunciación,M,2345.05€,8,Barcelona
46399032M,Sánchez Piriz,Ramón,H,1814.37€,13,Ciudad Real
8650842J,Serrano Picón,Manuel,H,862.81€,7,Baleares
87590738E,Cardenal Herrero,Juan José,H,1978.92€,20,Guipúzcoa
75946572C,Rodríguez García,Carmen,M,2917.36€,46,Valencia
36735485T,García Labrador,Sandra,M,855.19€,38,Santa Cruz de Tenerife
92877316G,Rodríguez Díaz,Raúl,H,2925.58€,28,Madrid
56546213T,Díaz Morillo,Carmela,M,1513.51€,36,Pontevedra
45620825A,Gago García,Guillermo,H,2713.52€,43,Tarragona
36991299P,Moreno López,Félix,H,678.29€,8,Barcelona
42765130B,Torres Blanco,Pablo,H,1266.18€,8,Barcelona
97311825K,Rodríguez Cruz,Celia,M,1887.47€,18,Granada
18790634W,Morales Montes,Bruno,H,2649.97€,33,Asturias
62875833C,Molina Pachón,Domingo,H,982.27€,28,Madrid
51722025Q,Gallardo Martín,Juan Antonio,H,2456.71€,41,Sevilla
57498608B,Llamazares Gálvez,Berta,M,2436.83€,50,Zaragoza
99898115F,Suárez Romero,Vladimir,H,2275.88€,29,Málaga
34211679F,Arroyo Pradas,Amanda,M,2794.13€,45,Toledo
33170968T,García García,Álvaro,H,2974.45€,29,Málaga
14630015Z,Sánchez Prat,Alberto,H,3331.99€,47,Valladolid
15164717N,Lozano Blanco,Eusebio,H,1834.15€,29,Málaga
93754016J,Bedmar Masa,Juan Miguel,H,1587.73€,16,Cuenca
3175084A,Hernández Santos,Rafael,H,1010.24€,46,Valencia
85144749Z,Zúñiga Molina,Patricia,M,2708.04€,15,La Coruña
18236182B,Serret Olmedo,Phedra,M,1498.8€,49,Zamora
65009600P,Ortiz Martínez,Álvaro,H,3339.8€,8,Barcelona
1872278D,García Martín,Rocío,M,1757.76€,28,Madrid
24100603F,Artigas Cornejo,Brenda,M,2654.77€,5,Ávila
99827339W,Montero Beltrán,Begoña,M,766.81€,48,Vizcaya
46916118M,Corral Castillo,Almudena,M,1715.28€,3,Alicante
83050005H,Abad Espinola,Fabián,H,2341.27€,30,Murcia
19152932G,Bernal Huerta,Nereida,M,2988.45€,20,Guipúzcoa
48519399W,Cortés García,Alfredo,H,2661.53€,28,Madrid
69512189W,Asencio García,Claudia,M,3041.89€,8,Barcelona
7928855L,Rodríguez García,Norma,M,1733.6€,16,Cuenca
838360X,Córcoles Castellano,Daniel,H,3085.51€,28,Madrid
21288236B,Martín González,Hilario,H,864.58€,20,Guipúzcoa
70372738Y,Gómez Quintanilla,Andrés,H,732.45€,33,Asturias
20337018G,Sánchez Vela,Alicia,M,2491.83€,28,Madrid
69026432M,Álvarez Barroso,Luis Pablo,H,2448.13€,10,Cáceres
78142994B,Gil Ruiz,Cristobal,H,2134.53€,22,Huesca
96604097A,Benítez Barreiro,Carina,M,2344.11€,2,Albacete
55945892W,Rodríguez López,Gregorio,H,894.95€,7,Baleares
72608885R,Sabater Clemente,Nieves,M,1092.62€,45,Toledo
15429988R,Ángel Sánchez,Luis Miguel,H,2392.82€,10,Cáceres
91587640F,Gutiérrez Carrasco,Anabella,M,2524.93€,8,Barcelona
48100402L,Aldama Trujillo,Ana María,M,1105.8€,28,Madrid
76078282D,Torrico Rubio,María Nuria,M,3303.58€,33,Asturias
96907778S,Pozo León,Fernando,H,2661.48€,21,Huelva
89430388V,González Barra,Gema,M,1691.02€,28,Madrid
37015887D,Gutiérrez Padilla,Araceli,M,2298.98€,2,Albacete
2604774R,Rodríguez Capel,Diana,M,1780.19€,14,Córdoba
30625057M,Hernández Sans,Alberto,H,2621.84€,14,Córdoba
13225395G,Gamero Valero,Mauricio,H,1401.81€,48,Vizcaya
67726677A,González Fernández,José Luis,H,1297.05€,39,Cantabria
58551789E,Güell Solera,Carlos Alberto,H,1715.74€,8,Barcelona
72933667T,Martínez González,Carolina,M,2929.76€,2,Albacete
55744444B,Caballero Vinagre,Javier,H,2055.71€,43,Tarragona
75159802B,Rodríguez Herrerias,Nieves,M,3139.01€,39,Cantabria
19078469S,Bustos Muñoz,César,H,2897.32€,33,Asturias
58645034W,González Trillo,Mariano,H,1570.48€,14,Córdoba
13079962T,Santander Muñoz,Aránzazu,M,2715.55€,33,Asturias
2070482E,Fernández Sanz,Evangelina,M,3168.38€,46,Valencia
88558701F,Gallego Fernández,Fermín,H,2489.7€,46,Valencia
58388874Q,Gallo Maldonado,Ramiro,H,3464.63€,43,Tarragona
43022676A,Navarro Donoso,Mario,H,3590.54€,28,Madrid
77314402V,Vilanova Bernal,Eva,M,1672.33€,24,León
43003679G,Benito Cuevas,Clara,M,1776.07€,50,Zaragoza
50658993K,Barroso Saucedo,Violeta,M,2247.2€,29,Málaga
30606037Y,Vega Hernández,Carlos,H,2950.67€,4,Almería
98045044T,Díez López,Carolina,M,2828.96€,11,Cádiz
14506846X,Gil Palau,Celedonio,H,2767.49€,28,Madrid
66831660P,Arias Campos,Horacio,H,2632.24€,13,Ciudad Real
63267977Z,Gómez Neira,Débora,M,1029.79€,8,Barcelona
9912568M,Rodríguez Sanz,Juan,H,2726.68€,35,Las Palmas
89937236Z,Conde Yeste,Rosabel,M,2264.45€,31,Navarra
22617857W,Amores Blanco,Sandra,M,2048.75€,28,Madrid
47475071N,Vega Prieto,Ricardo,H,1785.03€,22,Huesca
64204100Z,Simón Cañero,José María,H,3507.83€,28,Madrid
67689167Y,Díaz Martínez,Pedro,H,1655.36€,28,Madrid
88961516T,Alcalde Vicente,Emilia,M,2286.6€,7,Baleares
37423767F,Martínez López,Juan Manuel,H,2223.06€,3,Alicante
50103530P,Rubio Soto,Violeta,M,3257.75€,26,La Rioja
47253279D,Sancho Vega,Rosa Inés,M,2470.88€,11,Cádiz
79321593K,Ruiz Navarro,María de la Paloma,M,2726.75€,39,Cantabria
94577801F,Vicario Alfaro,José Fernando,H,2377.64€,15,La Coruña
53862148N,Ortiz Osa,Victor,H,1111.31€,8,Barcelona
16706018Z,Galera del Cerro,Juan,H,3477.03€,35,Las Palmas
38576618Y,Araujo García,Débora,M,1345.72€,25,Lérida
54320506A,Carrillo Molina,Laura,M,928.37€,8,Barcelona
84659867H,Ruiz Bustos,Julio José,H,3180.77€,41,Sevilla
52921596E,Santana Amo,Belén,M,1886.51€,8,Barcelona
11466171G,Zambrano Roldán,Ismael,H,1082.17€,38,Santa Cruz de Tenerife
42895218B,Ramos León,Eloy,H,1886.79€,4,Almería
29299896N,Fernández Pérez,Gregorio,H,3321.71€,11,Cádiz
58392555V,Robles Herrero,Marta,M,1094.22€,8,Barcelona
45534475H,Aguado Calabuig,Jesús,H,1331.97€,23,Jaén
64076550E,Gutiérrez Nieto,Cristina,M,743.94€,17,Gerona
54618140V,Sales Robles,Pablo,H,3448.4€,8,Barcelona
27002070R,Fuentes Sancho,Mar,M,1201.87€,29,Málaga
44967115E,Ferrer Santos,Pablo,H,1297.94€,8,Barcelona
60659789A,Santos González,Juan Ramón,H,1972.6€,28,Madrid
67601807T,González García,David,H,1085.23€,41,Sevilla
58923164Q,Pedreira Santaella,Caterina,M,1485.92€,31,Navarra
37512628L,Guerrero de Las Heras,Alexia,M,662.03€,41,Sevilla
50875239K,Heredia Betancor,María de Lourdes,M,1807.38€,17,Gerona
68700037A,Molina Pérez,Yedra,M,2097.99€,25,Lérida
32027035H,Cabrera López,Pablo,H,1884.08€,24,León
46856555N,Bermúdez Molina,Damián,H,3569.84€,17,Gerona
44228861E,Morales Viña,Ramón,H,787.74€,47,Valladolid
93672583T,Muñoz Moreno,Jesús Adolfo,H,1086.61€,38,Santa Cruz de Tenerife
83764736R,Fernández Cerrato,Francisco,H,3527.79€,46,Valencia
77366257F,Contreras Gómez,Pablo José,H,3221.27€,11,Cádiz
55040066P,Quintana García,Ana,M,641.43€,45,Toledo
33560935W,Viñas Colome,Amanda,M,2740.53€,29,Málaga
63443459Y,Pérez Álvarez,Chenoa,M,1331.32€,34,Palencia
17050630V,Molina Esteve,Felipe,H,2445.88€,46,Valencia
55092082K,Bueno Juste,José Luis,H,710.26€,8,Barcelona
50979490J,Pérez Gutiérrez,David,H,3558.17€,11,Cádiz
80150724W,Fernández Lozano,Máximo,H,663.12€,47,Valladolid
47879605E,Aguilera Riquelme,Santiago,H,1508.06€,28,Madrid
39329828N,Motos Jiménez,Sergio,H,3274.92€,43,Tarragona
73912703H,Flores Gil,José Fernando,H,2714.18€,3,Alicante
96286813G,Moreno Rey,Fidel,H,1170.59€,39,Cantabria
20284128Z,Cuenca Fuentes,Nazario,H,2034.17€,28,Madrid
20434745G,Martín Álvarez,Sergio,H,822.5€,8,Barcelona
45567386Q,Pérez García,Yedra,M,2520.9€,15,La Coruña
747795L,Santos Jiménez,Constanza,M,906.72€,3,Alicante
708060M,Vázquez Castro,Celeste,M,3382.88€,18,Granada
19375620Y,Pérez González,Pablo José,H,1518.0€,43,Tarragona
40567662D,Comesaña Jiménez,José Carlos,H,874.91€,11,Cádiz
39258512L,Fernández Cabrero,Francisco,H,2015.59€,28,Madrid
37509248C,Pérez García,Tatiana,M,1989.63€,3,Alicante
79678891Z,Fernández Calles,Covadonga,M,889.88€,22,Huesca
23893316L,Gómez Talavera,Daniel,H,2305.31€,8,Barcelona
82187007A,Villarejo Vilela,Bladimiro,H,3373.15€,28,Madrid
11307795Y,Rodríguez Perea,Ángel,H,1207.56€,28,Madrid
3181538V,Muñoz de la Vega,Cristina,M,1020.56€,45,Toledo
29450563Y,Torres Villatoro,Ana,M,2746.9€,33,Asturias
72378773G,Moya Taboada,Sara,M,750.71€,29,Málaga
41055328Y,Gómez Villanueva,Vicente,H,1939.53€,41,Sevilla
84424103G,Espinosa Pinilla,Casimiro,H,2343.59€,20,Guipúzcoa
70027589H,González Márquez,Inés,M,2949.67€,46,Valencia
17131361H,Fuentes Hernández,Coral,M,3270.72€,7,Baleares
6649835Y,Galiano Martínez,Santiago,H,1909.74€,8,Barcelona
9611009E,Arias Martínez,María,M,1492.64€,13,Ciudad Real
59625444Z,Fernández Baquedano,Jorge,H,1505.51€,28,Madrid
69386827J,Roca Fernández,Eva María,M,1157.83€,48,Vizcaya
22846465J,Olalla Guadalupe,Mateo,H,758.19€,17,Gerona
84209805C,Sánchez Toro,Zulima,M,1520.99€,15,La Coruña
32768157B,Berrio Rey,Rosana,M,823.22€,28,Madrid
83551592K,González Castillo,María del Consuelo,M,2052.7€,8,Barcelona
57515409E,García Gil,Leocadia,M,3257.74€,41,Sevilla
60780545D,Bisbal Tebar,Álvaro,H,1215.8€,8,Barcelona
83384275Y,Bermúdez Marín,Inés,M,1015.25€,41,Sevilla
31060275V,Zamorano López,Claudia,M,1452.28€,28,Madrid
29973831R,Cerezo Rodríguez,Úrsula,M,850.74€,31,Navarra
55520986K,López Rodríguez,María Ángeles,M,1167.72€,20,Guipúzcoa
18215221A,Escobar Jiménez,Gonzalo,H,3572.16€,10,Cáceres
19882100A,Elvira Melendez,María Azucena,M,3167.01€,41,Sevilla
52169490Q,Martínez Cores,Angélica,M,3380.93€,28,Madrid
68282892D,Llanos Serrano,Rafael,H,2724.4€,46,Valencia
26444236D,Álvarez Frau,Jaime,H,895.61€,29,Málaga
80625543D,Segura Llanos,Ignacio,H,1044.19€,34,Palencia
86919641L,Cruz Puig,Doroteo,H,1356.45€,45,Toledo
56459196S,Lobato Pérez,Fernando,H,955.3€,8,Barcelona
8352897X,Salguero González,María Paz,M,2235.92€,31,Navarra
59728866M,Clavijo Jiménez,Vanesa,M,1595.98€,41,Sevilla
93209379Q,Cuesta García,Iñigo,H,2320.82€,8,Barcelona
58161356Z,Muñoz García,Silvia María,M,3285.57€,8,Barcelona
81300496G,Guadalupe Canales,Ramón,H,2337.23€,7,Baleares
97431256J,Bermejo Pérez,Jerónimo,H,3591.91€,13,Ciudad Real
8729582R,Caballero Ortega,Yedra,M,931.38€,28,Madrid
14500712V,Ruiz Romero,Fátima,M,3518.26€,28,Madrid
91184854C,Trigo Fornos,Martina,M,3131.45€,15,La Coruña
64801280E,Brun Piera,Servando,H,3127.42€,8,Barcelona
84385204K,Vázquez García,Montserrat,M,3148.05€,31,Navarra
4557261H,Vadillo Martínez,Maitena,M,2556.92€,30,Murcia
1781419T,Alonso Sánchez,José Antonio,H,1141.23€,8,Barcelona
90056447Q,Crespo Rodríguez,María de la O,M,3163.68€,28,Madrid
34430603V,Sánchez Sánchez,Clara,M,1520.9€,29,Málaga
79763723E,Amado Marín,Isabela,M,1264.63€,38,Santa Cruz de Tenerife
12970778C,Pérez Galindo,Pablo,H,853.22€,35,Las Palmas
19739672Z,Morante Guillén,Óscar,H,2048.54€,7,Baleares
99189238J,Rodríguez Martín,Nuria,M,2930.31€,28,Madrid
66952352L,Moreno Meneses,Adela,M,3550.81€,18,Granada
71853007H,Leal Sánchez,Celeste,M,1204.24€,41,Sevilla
35025427S,Martínez López,Carola,M,1074.1€,43,Tarragona
34990965F,Martín Vega,Damián,H,2281.93€,28,Madrid
1206445A,Porras Reguera,Estefania,M,2963.7€,29,Málaga
88110534H,Puentes Urquijo,Javier,H,2486.47€,8,Barcelona
77510507R,Agudo Herraiz,Ana María,M,2704.05€,41,Sevilla
48010865K,Enríquez Doña,Carmen,M,3586.5€,28,Madrid
50928059X,Ramírez Alonso,Asunción,M,1784.08€,4,Almería
46719505L,Gómez Gómez,Marcos,H,1421.83€,22,Huesca
32301241H,Marzo Araujo,Eustaquio,H,2711.68€,46,Valencia
75119366D,Castro Soler,Hugo,H,3565.23€,44,Teruel
8177981D,Mayoral Afonso,Sandra,M,864.98€,29,Málaga
27222912C,Cruz López,César,H,881.48€,28,Madrid
69041081A,Martínez González,Raquel,M,3109.81€,3,Alicante
85654129J,Caraballo Palacín,Félix José,H,1412.19€,46,Valencia
37363468Z,Cuenca González,Manuel Jesús,H,3242.21€,12,Castellón
89267007M,Gálvez Estrada,Javier,H,2733.04€,37,Salamanca
53729566W,Aguilar Arredondo,María de la Gracia,M,1424.02€,27,Lugo
33200087R,Galiano Marín,Tomás,H,2617.84€,28,Madrid
4743892G,Rivera García,Pedro José,H,1852.27€,8,Barcelona
68965834N,Rodríguez Carvajal,María del Mar,M,2586.46€,38,Santa Cruz de Tenerife
15765565P,Cuesta López,Rebeca,M,3563.57€,1,Álava
26014656T,Bartolomé Estrada,Milagros,M,1811.55€,50,Zaragoza
49993904T,Ormazabal Enríquez,Josefa,M,1536.76€,3,Alicante
49896972J,Doncel Morales,Tomás,H,1778.5€,39,Cantabria
85604901M,Álvarez González,Alfredo,H,2276.91€,36,Pontevedra
8660985J,Román Gil,Lorenzo,H,2415.78€,46,Valencia
9208254C,Torras Morales,Maitena,M,886.69€,8,Barcelona
26144881E,Andreu Campos,Blas,H,786.69€,28,Madrid
8754326C,Candela Pérez,César,H,1944.09€,31,Navarra
55712937Z,Barceló Paya,Elena,M,1520.95€,20,Guipúzcoa
56251974T,Fernández Ruiz,Yolanda,M,1385.0€,7,Baleares
62796494P,Gomes Belenguer,Irene,M,1395.07€,45,Toledo
91530973N,Arriaga Domínguez,Luisa,M,1253.8€,13,Ciudad Real
71071200G,Caro Armero,Sandra,M,1787.33€,8,Barcelona
96254142Q,Marqués González,Raquel,M,742.65€,51,Ceuta
81657031Q,Gutiérrez Domínguez,Jorge,H,3347.67€,46,Valencia
43098375D,Chacón Sánchez,Daniela,M,1140.06€,9,Burgos
63480730V,Casado Amigo,Juan Ignacio,H,1359.3€,8,Barcelona
21312957F,Dueñas Carazo,Ricardo,H,2290.69€,21,Huelva
56692222M,Estepa Pérez,Fernando,H,2919.35€,48,Vizcaya
46747187D,Lucas López,Maricruz,M,1212.08€,48,Vizcaya
30265530Z,Carmona Romero,Salomé,M,1736.78€,12,Castellón
24124413N,Navarrete Ruiz,Ana Cecilia,M,2790.64€,28,Madrid
94816482V,Muñoz Molina,Tatiana,M,1809.82€,8,Barcelona
21220801N,Ivars Tato,Maitena,M,800.28€,41,Sevilla
27097545A,Puerta López,Romina,M,2290.41€,4,Almería
60266412H,Rodríguez Toro,Raúl,H,1054.83€,29,Málaga
3134798J,Blanco Echevarría,José Luis,H,3023.01€,1,Álava
20093025H,Collantes Huete,Diego,H,2662.5€,12,Castellón
31792222N,García Imaz,Lorenzo,H,629.1€,30,Murcia
54264609L,Ramírez Montesinos,Juan,H,2330.72€,31,Navarra
3609416A,Porto Merino,Anabella,M,1932.45€,39,Cantabria
63787097R,Gutiérrez Salgado,Carmen,M,3346.47€,3,Alicante
24674041D,González Cortés,Jorge,H,1332.43€,8,Barcelona
58335898D,Mateo Campos,Cecilia,M,3495.37€,47,Valladolid
50360674N,Juárez Seco,Alfonso,H,3552.32€,14,Córdoba
4782261D,Benítez Reig,Cayetano,H,1188.17€,24,León
6981190T,Navarro Morán,María Ángeles,M,2645.47€,28,Madrid
95849933D,Muñoz Peralta,Juan Marcos,H,1730.63€,8,Barcelona
33424602J,Borrajo Abellan,Baltasar,H,3134.64€,37,Salamanca
91886230B,Salinas Oliver,Eloy,H,1940.09€,30,Murcia
62079218X,Valero Reig,Nerea,M,1599.5€,46,Valencia
54068634G,del Rey de Souza,Juan Antonio,H,3504.74€,47,Valladolid
15778222S,González Somoza,Alfredo,H,1594.78€,25,Lérida
24158858A,Cerro López,Sonia,M,3069.61€,43,Tarragona
31929414D,Núñez Pérez,Jorge,H,1669.89€,3,Alicante
32618108Z,Giménez Ruiz,Natalia,M,1372.48€,38,Santa Cruz de Tenerife
47806712Q,Mejuto Fernández,Isaul,H,930.68€,28,Madrid
69154345S,Hernández López,Raquel,M,2844.66€,41,Sevilla
33308290N,García Dopico,Daniel,H,3510.89€,38,Santa Cruz de Tenerife
5417039X,Sánchez Navarro,Juan Carlos,H,2324.1€,21,Huelva
35124959A,Vicario Valero,Isabel María,M,2745.33€,30,Murcia
63606436M,Lorenzo Blanquer,Samuel,H,2432.18€,25,Lérida
74700494J,Sánchez Sosa,Javier,H,2517.1€,41,Sevilla
14430025D,Sánchez Nogueras,Julio,H,1161.8€,8,Barcelona
1779197D,Rodrigo Jiménez,Rosa,M,3207.78€,18,Granada
17512954H,Gallardo Rocha,Miguel,H,3374.88€,41,Sevilla
55588105A,Rubio Santamaría,Iván,H,1952.7€,41,Sevilla
83633966D,Álvarez Calvente,María Celia,M,663.27€,17,Gerona
91342817L,Río Coloma,Sergio,H,2294.86€,29,Málaga
4783181D,Serrano Pascual,Arminda,M,1982.23€,26,La Rioja
35035164T,Cifuentes Montaño,María del Mar,M,1161.83€,3,Alicante
20980058X,González Loza,Eugenio,H,1103.01€,37,Salamanca
83283639H,Álvarez Carrera,Araceli,M,943.56€,43,Tarragona
45193529R,Ordóñez Sánchez,Rocío,M,3374.06€,50,Zaragoza
46016987J,García García,Belén,M,2927.28€,48,Vizcaya
64903553Z,Barrera Pérez,Dorian,H,2045.13€,37,Salamanca
71218274Q,Franco Fuentes,Silvia,M,2813.75€,36,Pontevedra
63354054W,Santana Salmerón,Luis Miguel,H,1148.61€,28,Madrid
5869669T,Curiel Sánchez,Carlos,H,2379.69€,12,Castellón
30077903K,Frías Moreno,Flor,M,2195.11€,6,Badajoz
53282417L,Encarnación Villegas,Ramiro,H,2711.2€,6,Badajoz
50720320F,Funes Costa,Santiago,H,2911.15€,3,Alicante
31535876R,Mesa Padrón,María del Mar,M,1975.53€,8,Barcelona
14629520W,Román Requejo,Coral,M,3503.6€,7,Baleares
22834285T,Villalba Núñez,Elena,M,2352.92€,18,Granada
56392216B,Solans Brotons,Rocío,M,2195.69€,28,Madrid
10958899C,Rivera Iniesta,Amaya,M,959.7€,30,Murcia
47923820P,Guzmán González,Inés,M,651.53€,24,León
20071589H,Hidalgo Ortega,Santiago,H,3069.68€,46,Valencia
91523320H,Fernández Álvarez,Caterina,M,2638.92€,33,Asturias
9027647D,Dávila Ruiz,Enrique,H,2407.26€,46,Valencia
84302837V,Salcedo Navarro,José Luis,H,1513.85€,7,Baleares
11880827Q,Gracia Martínez,Rubén,H,2235.23€,50,Zaragoza
50621481E,García Toribio,Juan,H,1624.43€,29,Málaga
97901102S,Rodríguez Mateo,Lucas,H,3398.73€,35,Las Palmas
83799175D,Prieto Fernández,María de la O,M,2198.02€,38,Santa Cruz de Tenerife
8350843A,Martín Morales,Mario,H,1686.94€,43,Tarragona
30853223B,Rollan Arcos,María Cristina,M,3004.53€,28,Madrid
97341473E,Ramos Muñoz,José Germán,H,2124.73€,17,Gerona
65870600A,Arias Higueras,Julián,H,2783.85€,28,Madrid
99870987L,Comas Fernández,Germán,H,3159.81€,4,Almería
67671755M,Freire Castillo,Nicolás,H,927.93€,18,Granada
90861121N,Peña de Celis,Francisco,H,2737.98€,48,Vizcaya
76594131Z,Muñoz Méndez,Aránzazu,M,2952.57€,21,Huelva
8597421K,Sánchez Rodríguez,Mayte,M,1793.51€,35,Las Palmas
1670255H,Vela Moreno,Alfonso,H,2254.08€,11,Cádiz
48039112R,Martín Collado,María de las Nieves,M,1574.61€,35,Las Palmas
73527997X,González Lara,Malaquías,H,3286.1€,28,Madrid
92309426F,Palomares Carrillo,Ezequías,H,1091.88€,7,Baleares
47519235Q,Haro Escobar,Alfonso,H,2517.72€,30,Murcia
32288958V,Calle Aguilar,Nereida,M,2951.62€,3,Alicante
5594362A,González Guerrero,Julio,H,1141.15€,7,Baleares
17290853M,Domingo Salas,Casiano,H,1314.3€,23,Jaén
51178760B,Plaza Gadea,Rosana,M,2922.4€,38,Santa Cruz de Tenerife
6660000M,del Río Fernández,María Elena,M,2113.36€,28,Madrid
47855260B,López Ortega,Agustín,H,1658.4€,12,Castellón
29860111Q,Martínez Cortés,Esther,M,1160.93€,28,Madrid
96283351S,Ruiz Mendoza,Rocío,M,2387.39€,11,Cádiz
67930586V,Magro Pascual,Romeo,H,1047.78€,34,Palencia
42948695J,Soler Gutiérrez,Bruno,H,2653.25€,39,Cantabria
3535404M,Saldaña Arribas,Nicolás,H,2776.21€,30,Murcia
54679432Z,Arjona Arroyo,Raúl,H,1249.49€,48,Vizcaya
41302000A,Zabala Fullana,Orlando,H,821.33€,8,Barcelona
2221446Z,Vidal Trinidad,Mafalda,M,2852.62€,41,Sevilla
20560195N,de Los Rios Guzmán,Silvia,M,2539.74€,50,Zaragoza
69552230T,Sierra García,Mafalda,M,829.82€,28,Madrid
54427888K,Gómez Marcos,Ariana,M,792.04€,28,Madrid
30239527R,Fernández Ramírez,Celeste,M,2191.12€,39,Cantabria
62627114T,Román Guardiola,María de las Nieves,M,2839.25€,8,Barcelona
12411009W,Muñoz Gaitán,Amor,M,715.16€,25,Lérida
80314723B,Jara Pérez,Elisa,M,3550.72€,31,Navarra
56376960G,Masó Santiago,Mónica,M,1660.37€,36,Pontevedra
36126921Q,Moreno Fernández,Alfonso,H,1026.91€,35,Las Palmas
67408627C,Jiménez Rodríguez,Azucena,M,2274.47€,35,Las Palmas
93804563Y,Santos Moreno,Jeniffer,M,713.57€,15,La Coruña
86577883H,Catalán González,Julio,H,3516.59€,11,Cádiz
42112264T,Álvarez Pérez,Rocío,M,1048.73€,18,Granada
68053379J,Fernández Ocaña,Onésimo,H,1633.13€,35,Las Palmas
25902258A,Pereda Nieto,Anibal,H,742.41€,29,Málaga
27156648L,Pérez Pardo,Regino,H,2494.49€,29,Málaga
20404400L,Moreno Ortiz,Ángeles,M,2805.7€,28,Madrid
42328154N,Martínez Heredia,Ángela,M,3061.16€,8,Barcelona
24134896F,Asenjo Morillas,Andrés,H,1804.12€,3,Alicante
80645047D,Serrano Díaz,Violeta,M,2049.42€,28,Madrid
50884201J,Díaz Penalva,Dafne,M,2156.31€,28,Madrid
12563930L,Márquez Otero,Denís,H,3496.02€,35,Las Palmas
35432203J,Hernández Núñez,Pedro,H,1297.1€,4,Almería
71215379L,Martínez Ferrando,Esther,M,3555.16€,8,Barcelona
82997172Q,Aceituno Martorell,Ignacio,H,1601.62€,3,Alicante
46121709Q,Bort Soler,José,H,2716.67€,46,Valencia
20692274W,Gómez Pérez,Inés,M,3069.85€,28,Madrid
24102554A,Valderrama Abellan,Ramón,H,820.99€,33,Asturias
86865357S,Villar Martínez,Alfonso,H,2107.37€,28,Madrid
62019003D,Gaspar Herrero,Susana,M,3512.7€,46,Valencia
87247873H,Ramos Maestre,Jésica,M,1535.54€,41,Sevilla
99717970K,Asensio Socas,Pablo,H,3259.75€,41,Sevilla
76137413F,Robles Gómez,Alejandro,H,1211.66€,31,Navarra
67093964C,Ojeda Bote,Enrique,H,3050.65€,4,Almería
86874300B,Mayoral Moral,Olga,M,1846.47€,33,Asturias
68792502P,Manjón Laguna,Melissa,M,2537.41€,8,Barcelona
43821338J,Fierro Chávez,Ángela,M,2542.67€,11,Cádiz
23132397D,Iturralde Pardo,Rubén,H,2529.38€,23,Jaén
72780556T,Fernández Balaguer,Blanca,M,1033.42€,8,Barcelona
9905326P,Linares Gómez,Horacio,H,3565.07€,28,Madrid
77832631X,Rodríguez González,Ricardo,H,1127.56€,36,Pontevedra
33589797E,Reixach González,Francisco de Borja,H,2137.23€,11,Cádiz
